data_id,age,sex,mom_ed,value,item_id,type,category,definition
129242,27,Female,Some Secondary,produces,item_130,word,food_drink,pancake
129242,27,Female,Some Secondary,NA,item_131,word,food_drink,peas
129242,27,Female,Some Secondary,produces,item_132,word,food_drink,peanut butter
129242,27,Female,Some Secondary,produces,item_133,word,food_drink,pickle
129242,27,Female,Some Secondary,produces,item_134,word,food_drink,pizza
129242,27,Female,Some Secondary,produces,item_135,word,food_drink,popcorn
129242,27,Female,Some Secondary,produces,item_136,word,food_drink,popsicle
129242,27,Female,Some Secondary,produces,item_137,word,food_drink,potato chip
129242,27,Female,Some Secondary,NA,item_138,word,food_drink,potato
129242,27,Female,Some Secondary,NA,item_139,word,food_drink,pretzel
129242,27,Female,Some Secondary,NA,item_140,word,food_drink,pudding
129242,27,Female,Some Secondary,produces,item_141,word,food_drink,pumpkin
129242,27,Female,Some Secondary,produces,item_142,word,food_drink,raisin
129242,27,Female,Some Secondary,NA,item_143,word,food_drink,salt
129242,27,Female,Some Secondary,produces,item_144,word,food_drink,sandwich
129242,27,Female,Some Secondary,NA,item_145,word,food_drink,sauce
129242,27,Female,Some Secondary,NA,item_146,word,food_drink,soda/pop
129242,27,Female,Some Secondary,produces,item_147,word,food_drink,soup
129242,27,Female,Some Secondary,produces,item_148,word,food_drink,spaghetti
129242,27,Female,Some Secondary,produces,item_149,word,food_drink,strawberry
129242,27,Female,Some Secondary,produces,item_150,word,food_drink,toast
129242,27,Female,Some Secondary,NA,item_151,word,food_drink,tuna
129242,27,Female,Some Secondary,NA,item_152,word,food_drink,vanilla
129242,27,Female,Some Secondary,NA,item_153,word,food_drink,vitamins
129242,27,Female,Some Secondary,produces,item_154,word,food_drink,water (beverage)
129242,27,Female,Some Secondary,NA,item_155,word,food_drink,yogurt
129242,27,Female,Some Secondary,NA,item_156,word,clothing,beads
129242,27,Female,Some Secondary,produces,item_157,word,clothing,belt
129242,27,Female,Some Secondary,NA,item_158,word,clothing,bib
129242,27,Female,Some Secondary,produces,item_159,word,clothing,boots
129242,27,Female,Some Secondary,NA,item_160,word,clothing,button
129242,27,Female,Some Secondary,produces,item_161,word,clothing,coat
129242,27,Female,Some Secondary,produces,item_162,word,clothing,diaper
129242,27,Female,Some Secondary,produces,item_163,word,clothing,dress (object)
129242,27,Female,Some Secondary,produces,item_164,word,clothing,gloves
129242,27,Female,Some Secondary,produces,item_165,word,clothing,hat
129242,27,Female,Some Secondary,produces,item_166,word,clothing,jacket
129242,27,Female,Some Secondary,NA,item_167,word,clothing,jeans
129242,27,Female,Some Secondary,produces,item_168,word,clothing,mittens
129242,27,Female,Some Secondary,produces,item_169,word,clothing,necklace
129242,27,Female,Some Secondary,produces,item_170,word,clothing,pajamas
129242,27,Female,Some Secondary,produces,item_171,word,clothing,pants
129242,27,Female,Some Secondary,NA,item_172,word,clothing,scarf
129242,27,Female,Some Secondary,produces,item_173,word,clothing,shirt
129242,27,Female,Some Secondary,produces,item_174,word,clothing,shoe
129242,27,Female,Some Secondary,produces,item_175,word,clothing,shorts
129242,27,Female,Some Secondary,NA,item_176,word,clothing,slipper
129242,27,Female,Some Secondary,produces,item_177,word,clothing,sneaker
129242,27,Female,Some Secondary,NA,item_178,word,clothing,snowsuit
129242,27,Female,Some Secondary,produces,item_179,word,clothing,sock
129242,27,Female,Some Secondary,NA,item_180,word,clothing,sweater
129242,27,Female,Some Secondary,NA,item_181,word,clothing,tights
129242,27,Female,Some Secondary,produces,item_182,word,clothing,underpants
129242,27,Female,Some Secondary,NA,item_183,word,clothing,zipper
129242,27,Female,Some Secondary,NA,item_184,word,body_parts,ankle
129242,27,Female,Some Secondary,produces,item_185,word,body_parts,arm
129242,27,Female,Some Secondary,produces,item_186,word,body_parts,belly button
129242,27,Female,Some Secondary,produces,item_187,word,body_parts,buttocks/bottom*
129242,27,Female,Some Secondary,produces,item_188,word,body_parts,cheek
129242,27,Female,Some Secondary,produces,item_189,word,body_parts,chin
129242,27,Female,Some Secondary,produces,item_190,word,body_parts,ear
129242,27,Female,Some Secondary,produces,item_191,word,body_parts,eye
129242,27,Female,Some Secondary,produces,item_192,word,body_parts,face
129242,27,Female,Some Secondary,produces,item_193,word,body_parts,finger
129242,27,Female,Some Secondary,produces,item_194,word,body_parts,foot
129242,27,Female,Some Secondary,produces,item_195,word,body_parts,hair
129242,27,Female,Some Secondary,produces,item_196,word,body_parts,hand
129242,27,Female,Some Secondary,produces,item_197,word,body_parts,head
129242,27,Female,Some Secondary,produces,item_198,word,body_parts,knee
129242,27,Female,Some Secondary,produces,item_199,word,body_parts,leg
129242,27,Female,Some Secondary,produces,item_200,word,body_parts,lips
129242,27,Female,Some Secondary,produces,item_201,word,body_parts,mouth
129242,27,Female,Some Secondary,produces,item_202,word,body_parts,nose
129242,27,Female,Some Secondary,produces,item_203,word,body_parts,owie/boo boo
129242,27,Female,Some Secondary,NA,item_204,word,body_parts,penis*
129242,27,Female,Some Secondary,produces,item_205,word,body_parts,shoulder
129242,27,Female,Some Secondary,produces,item_206,word,body_parts,toe
129242,27,Female,Some Secondary,produces,item_207,word,body_parts,tongue
129242,27,Female,Some Secondary,produces,item_208,word,body_parts,tooth
129242,27,Female,Some Secondary,produces,item_209,word,body_parts,tummy
129242,27,Female,Some Secondary,NA,item_210,word,body_parts,vagina*
129242,27,Female,Some Secondary,NA,item_211,word,household,basket
129242,27,Female,Some Secondary,produces,item_212,word,household,blanket
129242,27,Female,Some Secondary,produces,item_213,word,household,bottle
129242,27,Female,Some Secondary,produces,item_214,word,household,bowl
129242,27,Female,Some Secondary,NA,item_215,word,household,box
129242,27,Female,Some Secondary,produces,item_216,word,household,broom
129242,27,Female,Some Secondary,produces,item_217,word,household,brush
129242,27,Female,Some Secondary,NA,item_218,word,household,bucket
129242,27,Female,Some Secondary,produces,item_219,word,household,camera
129242,27,Female,Some Secondary,produces,item_220,word,household,can (object)
129242,27,Female,Some Secondary,produces,item_221,word,household,clock
129242,27,Female,Some Secondary,produces,item_222,word,household,comb
129242,27,Female,Some Secondary,produces,item_223,word,household,cup
129242,27,Female,Some Secondary,produces,item_224,word,household,dish
129242,27,Female,Some Secondary,produces,item_225,word,household,fork
129242,27,Female,Some Secondary,produces,item_226,word,household,garbage
129242,27,Female,Some Secondary,NA,item_227,word,household,glass
129242,27,Female,Some Secondary,NA,item_228,word,household,glasses
129242,27,Female,Some Secondary,NA,item_229,word,household,hammer
129242,27,Female,Some Secondary,NA,item_230,word,household,jar
129242,27,Female,Some Secondary,produces,item_231,word,household,keys
129242,27,Female,Some Secondary,produces,item_232,word,household,knife
129242,27,Female,Some Secondary,produces,item_233,word,household,lamp
129242,27,Female,Some Secondary,produces,item_234,word,household,light
129242,27,Female,Some Secondary,produces,item_235,word,household,medicine
129242,27,Female,Some Secondary,produces,item_236,word,household,money
129242,27,Female,Some Secondary,produces,item_237,word,household,mop
129242,27,Female,Some Secondary,NA,item_238,word,household,nail
129242,27,Female,Some Secondary,produces,item_239,word,household,napkin
129242,27,Female,Some Secondary,NA,item_240,word,household,paper
129242,27,Female,Some Secondary,produces,item_241,word,household,penny
129242,27,Female,Some Secondary,produces,item_242,word,household,picture
129242,27,Female,Some Secondary,produces,item_243,word,household,pillow
129242,27,Female,Some Secondary,produces,item_244,word,household,plant
129242,27,Female,Some Secondary,produces,item_245,word,household,plate
129242,27,Female,Some Secondary,produces,item_246,word,household,purse
129242,27,Female,Some Secondary,produces,item_247,word,household,radio
129242,27,Female,Some Secondary,produces,item_248,word,household,scissors
129242,27,Female,Some Secondary,produces,item_249,word,household,soap
129242,27,Female,Some Secondary,produces,item_250,word,household,spoon
129242,27,Female,Some Secondary,produces,item_251,word,household,tape
129242,27,Female,Some Secondary,produces,item_252,word,household,telephone
129242,27,Female,Some Secondary,produces,item_253,word,household,tissue/kleenex
129242,27,Female,Some Secondary,produces,item_254,word,household,toothbrush
129242,27,Female,Some Secondary,produces,item_255,word,household,towel
129242,27,Female,Some Secondary,produces,item_256,word,household,trash
129242,27,Female,Some Secondary,NA,item_257,word,household,tray
129242,27,Female,Some Secondary,produces,item_258,word,household,vacuum
129242,27,Female,Some Secondary,NA,item_259,word,household,walker
129242,27,Female,Some Secondary,produces,item_260,word,household,watch (object)
129242,27,Female,Some Secondary,NA,item_261,word,furniture_rooms,basement
129242,27,Female,Some Secondary,produces,item_262,word,furniture_rooms,bathroom
129242,27,Female,Some Secondary,produces,item_263,word,furniture_rooms,bathtub
129242,27,Female,Some Secondary,produces,item_264,word,furniture_rooms,bed
129242,27,Female,Some Secondary,produces,item_265,word,furniture_rooms,bedroom
129242,27,Female,Some Secondary,NA,item_266,word,furniture_rooms,bench
129242,27,Female,Some Secondary,produces,item_267,word,furniture_rooms,chair
129242,27,Female,Some Secondary,produces,item_268,word,furniture_rooms,closet
129242,27,Female,Some Secondary,produces,item_269,word,furniture_rooms,couch
129242,27,Female,Some Secondary,produces,item_270,word,furniture_rooms,crib
129242,27,Female,Some Secondary,produces,item_271,word,furniture_rooms,door
129242,27,Female,Some Secondary,produces,item_272,word,furniture_rooms,drawer
129242,27,Female,Some Secondary,produces,item_273,word,furniture_rooms,dryer
129242,27,Female,Some Secondary,NA,item_274,word,furniture_rooms,garage
129242,27,Female,Some Secondary,produces,item_275,word,furniture_rooms,high chair
129242,27,Female,Some Secondary,produces,item_276,word,furniture_rooms,kitchen
129242,27,Female,Some Secondary,produces,item_277,word,furniture_rooms,living room
129242,27,Female,Some Secondary,produces,item_278,word,furniture_rooms,oven
129242,27,Female,Some Secondary,produces,item_279,word,furniture_rooms,play pen
129242,27,Female,Some Secondary,produces,item_280,word,furniture_rooms,porch
129242,27,Female,Some Secondary,produces,item_281,word,furniture_rooms,potty
129242,27,Female,Some Secondary,NA,item_282,word,furniture_rooms,rocking chair
129242,27,Female,Some Secondary,produces,item_283,word,furniture_rooms,refrigerator
129242,27,Female,Some Secondary,produces,item_284,word,furniture_rooms,room
129242,27,Female,Some Secondary,produces,item_285,word,furniture_rooms,shower
129242,27,Female,Some Secondary,produces,item_286,word,furniture_rooms,sink
129242,27,Female,Some Secondary,produces,item_287,word,furniture_rooms,sofa
129242,27,Female,Some Secondary,produces,item_288,word,furniture_rooms,stairs
129242,27,Female,Some Secondary,produces,item_289,word,furniture_rooms,stove
129242,27,Female,Some Secondary,produces,item_290,word,furniture_rooms,table
129242,27,Female,Some Secondary,produces,item_291,word,furniture_rooms,TV
129242,27,Female,Some Secondary,produces,item_292,word,furniture_rooms,window
129242,27,Female,Some Secondary,produces,item_293,word,furniture_rooms,washing machine
129242,27,Female,Some Secondary,NA,item_294,word,outside,backyard
129242,27,Female,Some Secondary,produces,item_295,word,outside,cloud
129242,27,Female,Some Secondary,NA,item_296,word,outside,flag
129242,27,Female,Some Secondary,produces,item_297,word,outside,flower
129242,27,Female,Some Secondary,NA,item_298,word,outside,garden
129242,27,Female,Some Secondary,produces,item_299,word,outside,grass
129242,27,Female,Some Secondary,NA,item_300,word,outside,hose
129242,27,Female,Some Secondary,NA,item_301,word,outside,ladder
129242,27,Female,Some Secondary,NA,item_302,word,outside,lawn mower
129242,27,Female,Some Secondary,produces,item_303,word,outside,moon
129242,27,Female,Some Secondary,produces,item_304,word,outside,pool
129242,27,Female,Some Secondary,produces,item_305,word,outside,rain
129242,27,Female,Some Secondary,produces,item_306,word,outside,rock
129242,27,Female,Some Secondary,NA,item_307,word,outside,roof
129242,27,Female,Some Secondary,produces,item_308,word,outside,sandbox
129242,27,Female,Some Secondary,produces,item_309,word,outside,shovel
129242,27,Female,Some Secondary,produces,item_310,word,outside,sidewalk
129242,27,Female,Some Secondary,produces,item_311,word,outside,sky
129242,27,Female,Some Secondary,produces,item_312,word,outside,slide (object)
129242,27,Female,Some Secondary,NA,item_313,word,outside,snow
129242,27,Female,Some Secondary,NA,item_314,word,outside,snowman
129242,27,Female,Some Secondary,NA,item_315,word,outside,sprinkler
129242,27,Female,Some Secondary,produces,item_316,word,outside,star
129242,27,Female,Some Secondary,produces,item_317,word,outside,stick
129242,27,Female,Some Secondary,produces,item_318,word,outside,stone
129242,27,Female,Some Secondary,produces,item_319,word,outside,street
129242,27,Female,Some Secondary,produces,item_320,word,outside,sun
129242,27,Female,Some Secondary,produces,item_321,word,outside,swing (object)
129242,27,Female,Some Secondary,produces,item_322,word,outside,tree
129242,27,Female,Some Secondary,produces,item_323,word,outside,water (not beverage)
129242,27,Female,Some Secondary,produces,item_324,word,outside,wind
129242,27,Female,Some Secondary,produces,item_325,word,places,beach
129242,27,Female,Some Secondary,NA,item_326,word,places,camping
129242,27,Female,Some Secondary,NA,item_327,word,places,church*
129242,27,Female,Some Secondary,NA,item_328,word,places,circus
129242,27,Female,Some Secondary,NA,item_329,word,places,country
129242,27,Female,Some Secondary,NA,item_330,word,places,downtown
129242,27,Female,Some Secondary,NA,item_331,word,places,farm
129242,27,Female,Some Secondary,NA,item_332,word,places,gas station
129242,27,Female,Some Secondary,produces,item_333,word,places,home
129242,27,Female,Some Secondary,produces,item_334,word,places,house
129242,27,Female,Some Secondary,produces,item_335,word,places,movie
129242,27,Female,Some Secondary,produces,item_336,word,places,outside
129242,27,Female,Some Secondary,produces,item_337,word,places,park
129242,27,Female,Some Secondary,produces,item_338,word,places,party
129242,27,Female,Some Secondary,produces,item_339,word,places,picnic
129242,27,Female,Some Secondary,produces,item_340,word,places,playground
129242,27,Female,Some Secondary,produces,item_341,word,places,school
129242,27,Female,Some Secondary,produces,item_342,word,places,store
129242,27,Female,Some Secondary,NA,item_343,word,places,woods
129242,27,Female,Some Secondary,NA,item_344,word,places,work (place)
129242,27,Female,Some Secondary,produces,item_345,word,places,yard
129242,27,Female,Some Secondary,NA,item_346,word,places,zoo
129242,27,Female,Some Secondary,produces,item_347,word,people,aunt
129242,27,Female,Some Secondary,NA,item_348,word,people,baby
129242,27,Female,Some Secondary,NA,item_349,word,people,babysitter
129242,27,Female,Some Secondary,NA,item_350,word,people,babysitter's name
129242,27,Female,Some Secondary,produces,item_351,word,people,boy
129242,27,Female,Some Secondary,produces,item_352,word,people,brother
129242,27,Female,Some Secondary,produces,item_353,word,people,child
129242,27,Female,Some Secondary,produces,item_354,word,people,clown
129242,27,Female,Some Secondary,NA,item_355,word,people,cowboy
129242,27,Female,Some Secondary,produces,item_356,word,people,daddy*
129242,27,Female,Some Secondary,produces,item_357,word,people,doctor
129242,27,Female,Some Secondary,NA,item_358,word,people,fireman
129242,27,Female,Some Secondary,NA,item_359,word,people,friend
129242,27,Female,Some Secondary,produces,item_360,word,people,girl
129242,27,Female,Some Secondary,produces,item_361,word,people,grandma*
129242,27,Female,Some Secondary,produces,item_362,word,people,grandpa*
129242,27,Female,Some Secondary,produces,item_363,word,people,lady
129242,27,Female,Some Secondary,produces,item_364,word,people,mailman
129242,27,Female,Some Secondary,produces,item_365,word,people,man
129242,27,Female,Some Secondary,produces,item_366,word,people,mommy*
129242,27,Female,Some Secondary,produces,item_367,word,people,nurse
129242,27,Female,Some Secondary,produces,item_368,word,people,child's own name
129242,27,Female,Some Secondary,produces,item_369,word,people,people
129242,27,Female,Some Secondary,NA,item_370,word,people,person
129242,27,Female,Some Secondary,produces,item_371,word,people,pet's name
129242,27,Female,Some Secondary,produces,item_372,word,people,police
129242,27,Female,Some Secondary,NA,item_373,word,people,sister
129242,27,Female,Some Secondary,produces,item_374,word,people,teacher
129242,27,Female,Some Secondary,produces,item_375,word,people,uncle
129242,27,Female,Some Secondary,produces,item_376,word,games_routines,bath
129242,27,Female,Some Secondary,produces,item_377,word,games_routines,breakfast
129242,27,Female,Some Secondary,produces,item_378,word,games_routines,bye
129242,27,Female,Some Secondary,produces,item_379,word,games_routines,call (on phone)
129242,27,Female,Some Secondary,produces,item_380,word,games_routines,dinner
129242,27,Female,Some Secondary,produces,item_381,word,games_routines,give me five!
129242,27,Female,Some Secondary,produces,item_382,word,games_routines,gonna get you!
129242,27,Female,Some Secondary,produces,item_383,word,games_routines,go potty
129242,27,Female,Some Secondary,produces,item_384,word,games_routines,hello
129242,27,Female,Some Secondary,produces,item_385,word,games_routines,hi
129242,27,Female,Some Secondary,produces,item_386,word,games_routines,lunch
129242,27,Female,Some Secondary,produces,item_387,word,games_routines,nap
129242,27,Female,Some Secondary,produces,item_388,word,games_routines,night night
129242,27,Female,Some Secondary,produces,item_389,word,games_routines,no
129242,27,Female,Some Secondary,produces,item_390,word,games_routines,pattycake
129242,27,Female,Some Secondary,produces,item_391,word,games_routines,peekaboo
129242,27,Female,Some Secondary,produces,item_392,word,games_routines,please
129242,27,Female,Some Secondary,produces,item_393,word,games_routines,shh/shush/hush
129242,27,Female,Some Secondary,produces,item_394,word,games_routines,shopping
129242,27,Female,Some Secondary,NA,item_395,word,games_routines,snack
129242,27,Female,Some Secondary,produces,item_396,word,games_routines,so big!
129242,27,Female,Some Secondary,produces,item_397,word,games_routines,thank you
129242,27,Female,Some Secondary,produces,item_398,word,games_routines,this little piggy
129242,27,Female,Some Secondary,produces,item_399,word,games_routines,turn around
129242,27,Female,Some Secondary,produces,item_400,word,games_routines,yes
129242,27,Female,Some Secondary,produces,item_401,word,action_words,bite
129242,27,Female,Some Secondary,produces,item_402,word,action_words,blow
129242,27,Female,Some Secondary,NA,item_403,word,action_words,break
129242,27,Female,Some Secondary,produces,item_404,word,action_words,bring
129242,27,Female,Some Secondary,produces,item_405,word,action_words,build
129242,27,Female,Some Secondary,NA,item_406,word,action_words,bump
129242,27,Female,Some Secondary,NA,item_407,word,action_words,buy
129242,27,Female,Some Secondary,produces,item_408,word,action_words,carry
129242,27,Female,Some Secondary,produces,item_409,word,action_words,catch
129242,27,Female,Some Secondary,NA,item_410,word,action_words,chase
129242,27,Female,Some Secondary,produces,item_411,word,action_words,clap
129242,27,Female,Some Secondary,produces,item_412,word,action_words,clean (action)
129242,27,Female,Some Secondary,produces,item_413,word,action_words,climb
129242,27,Female,Some Secondary,produces,item_414,word,action_words,close
129242,27,Female,Some Secondary,NA,item_415,word,action_words,cook
129242,27,Female,Some Secondary,produces,item_416,word,action_words,cover
129242,27,Female,Some Secondary,produces,item_417,word,action_words,cry
129242,27,Female,Some Secondary,NA,item_418,word,action_words,cut
129242,27,Female,Some Secondary,produces,item_419,word,action_words,dance
129242,27,Female,Some Secondary,produces,item_420,word,action_words,draw
129242,27,Female,Some Secondary,produces,item_421,word,action_words,drink (action)
129242,27,Female,Some Secondary,produces,item_422,word,action_words,drive
129242,27,Female,Some Secondary,produces,item_423,word,action_words,drop
129242,27,Female,Some Secondary,produces,item_424,word,action_words,dry (action)
129242,27,Female,Some Secondary,produces,item_425,word,action_words,dump
129242,27,Female,Some Secondary,produces,item_426,word,action_words,eat
129242,27,Female,Some Secondary,produces,item_427,word,action_words,fall
129242,27,Female,Some Secondary,produces,item_428,word,action_words,feed
129242,27,Female,Some Secondary,produces,item_429,word,action_words,find
129242,27,Female,Some Secondary,produces,item_430,word,action_words,finish
129242,27,Female,Some Secondary,produces,item_431,word,action_words,fit
129242,27,Female,Some Secondary,produces,item_432,word,action_words,fix
129242,27,Female,Some Secondary,produces,item_433,word,action_words,get
129242,27,Female,Some Secondary,produces,item_434,word,action_words,give
129242,27,Female,Some Secondary,produces,item_435,word,action_words,go
129242,27,Female,Some Secondary,NA,item_436,word,action_words,hate
129242,27,Female,Some Secondary,produces,item_437,word,action_words,have
129242,27,Female,Some Secondary,produces,item_438,word,action_words,hear
129242,27,Female,Some Secondary,produces,item_439,word,action_words,help
129242,27,Female,Some Secondary,produces,item_440,word,action_words,hide
